"","category_name","group_name","total_members","city","created"
"12345","Support","Grief Haus",1,"New York City",2017-05-22
"12346","Support","Grief Spiritual Care Support Meetup",10,"San Francisco",2017-06-08
"12347","Support","Grief Support Group at UCSF",1,"San Francisco",2016-04-18
"12348","Support","Helping Aging Parents, San Francisco Bay Area",34,"San Francisco",2015-05-13
"12349","Support","HeyHashiorg",307,"New York City",2014-01-15
"12350","Support","Highly Sensitive in Chicago",252,"Chicago",2012-12-17
"12351","Support","HimADDICTION-  New York Relationship and Breakup Support",60,"New York City",2013-11-08
"12352","Support","HIV+ NY Professional Singles Fanatic 4 Food & Fun",1,"New York City",2015-02-28
"12353","Support","HIV+ People (ANY adults w/ or w/o kids) POSITIVELY Living!",46,"New York City",2015-07-05
"12354","Support","Hoarders-No-More",1,"New York City",2011-03-15
"12355","Support","How To Live And Deal With Anxiety",1,"New York City",2016-07-19
"12356","Support","Infertility Spouse Support (ISS)",11,"New York City",2016-06-25
"12357","Support","INFJ/INFP Meetup (Introvert, Intuitive, Feeling)",146,"New York City",2017-02-06
"12358","Support","Insomniacs of NYC, Unite",1,"New York City",2017-03-29
"12359","Support","INTENSELY WIDOWED?",32,"New York City",2016-07-11
"12360","Support","Intimacy4Everybody",1,"New York City",2017-09-04
"12361","Support","Introverted Women",1,"New York City",2017-06-15
"12362","Support","Intuition in Addiction Recovery",8,"San Francisco",2017-08-16
"12363","Support","Irreverent Warriors NYC",1,"New York City",2017-08-19
"12364","Support","Islands of Brilliance Chicago / Design Technology Skills",13,"Chicago",2016-01-16
"12365","Support","JAMES Bereaved Parents Meetup",1,"New York City",2014-11-01
"12366","Support","Journey Beyond Divorce -- NYC",42,"New York City",2012-08-24
"12367","Support","Legal Planning During Divorce Meetup",20,"New York City",2017-05-29
"12368","Support","Life after death - NY",1,"New York City",2013-05-15
"12369","Support","Life after Gay Spouse/Partner Death",1,"Chicago",2017-10-08
"12370","Support","Life on the borderline",1,"New York City",2007-04-24
"12371","Support","Lifelong Learning: Self Improvement and Career Development",1,"San Francisco",2017-08-09
"12372","Support","Living a Better Life with Chronic Illness Meetup",62,"New York City",2016-08-27
"12373","Support","Living Well With Chronic Illness",95,"Chicago",2015-08-26
"12374","Support","Love & Relationship Wisdom",125,"New York City",2013-02-08
"12375","Support","Lupus Friends and Family",92,"New York City",2014-10-20
"12376","Support","Manhattan Over 40 Social Anxiety Meetup",1,"New York City",2016-09-06
"12377","Support","Marty's Place calendar",1,"San Francisco",2015-09-09
"12378","Support","ME/CFS Support Group",15,"Chicago",2017-10-03
"12379","Support","Meeting Potential Friends",1,"New York City",2016-03-10
"12380","Support","MemorySave - San Francisco Chapter",1,"San Francisco",2017-03-21
"12381","Support","Mens Issues",45,"New York City",2015-03-31
"12382","Support","Mental Health & Wellness: Recovery International SF Bay Area",48,"San Francisco",2016-07-08
"12383","Support","Mental Health Mates - Bay area edition",46,"San Francisco",2017-01-22
"12384","Support","Mental Health Mates support group",1,"New York City",2016-09-19
"12385","Support","Midtown Breast Cancer Young Survivors",1,"New York City",2017-06-19
"12386","Support","Mindfulness Grief & Loss Group",1,"San Francisco",2016-01-12
"12387","Support","Models Against Addictions",18,"New York City",2009-08-02
"12388","Support","Mom's of Children with Special Needs (MCSN Divas)",1,"Chicago",2017-04-04
"12389","Support","Motherless daughters Chicago support grief group",1,"Chicago",2017-09-16
"12390","Support","My Sisters Circle",1,"New York City",2016-10-20
"12391","Support","Narcissist Recovery and Fellowship through Fun!",1,"Chicago",2017-04-21
"12392","Support","Narcissistic Abuse Recovery Meetup",1,"Chicago",2017-03-24
"12393","Support","Neurological Pain Support Group",1,"Chicago",2013-06-29
"12394","Support","New York  Highly Sensitive Children Meetup",1,"New York City",2017-03-21
"12395","Support","New York Addiction Meetup",1,"New York City",2017-07-02
"12396","Support","New York Art of Dying Cafe",31,"New York City",2017-07-02
"12397","Support","New York Autism Community Group",6,"New York City",2017-10-13
"12398","Support","New York City Area AAC Professional Meetup",1,"New York City",2014-06-18
"12399","Support","New York City Divorce Group",1,"New York City",2015-11-06
"12400","Support","New York City PTSD Support",1,"New York City",2012-01-18
"12401","Support","New York City Rheumatoid Arthritis Meetup",1,"New York City",2015-10-01
"12402","Support","New York Divorce & Financial Freedom Meetup",49,"New York City",2016-10-18
"12403","Support","New York Divorce Support Meetup Divorcing @60 Center Street",24,"New York City",2017-08-30
"12404","Support","New York Grief Support Meetup",24,"New York City",2017-10-13
"12405","Support","New York Learning Disabilities Group (NYLDG)",18,"New York City",2017-07-04
"12406","Support","New York Narcoleptics",136,"New York City",2013-01-13
"12407","Support","New York Pelvic Floor Health Meetup",1,"New York City",2016-10-19
"12408","Support","New York Recognizing a Narcissist Meetup",15,"New York City",2017-08-22
"12409","Support","New York Support and Recovery Meetup",37,"New York City",2016-03-05
"12410","Support","New York Trichotillomania and Skin Picking Meetup Group",134,"New York City",2008-10-04
"12411","Support","New York Women's Support Meetup",1,"New York City",2017-08-08
"12412","Support","New York Young Women Meetup",3,"New York City",2017-07-02
"12413","Support","No longer a victim but a survior!",1,"Chicago",2017-06-30
"12414","Support","North Chicago Aspergers High-Functioning Autism SPD Group",1,"Chicago",2016-07-12
"12415","Support","Northside Chicago Social Anxiety Support Group",1,"Chicago",2012-02-21
"12416","Support","NYC-Area Widows and Widowers Soaring Spirits Group Meetup",132,"New York City",2014-09-06
"12417","Support","NYC - Meet Up Group For Very Shy, Cool, & Fun Dorky Friends",1578,"New York City",2014-05-07
"12418","Support","NYC / NJ Partners of Aspies (Asperger's) Peer Supp",1,"New York City",2011-05-22
"12419","Support","NYC / NY / NJ / CT Young Widows and Widowers (Under 45)",1,"New York City",2013-07-10
"12420","Support","NYC Addiction Recovery Group 4  Men thru Core Energetics",1,"New York City",2016-11-24
"12421","Support","NYC Adults with OCD Meetup",1,"New York City",2017-09-06
"12422","Support","NYC Codependency Recovery Meetup",37,"New York City",2017-06-13
"12423","Support","NYC Deliciously Divorced Goddesses",10,"New York City",2014-09-09
"12424","Support","NYC Depression Support For Young Women",1,"New York City",2014-07-03
"12425","Support","NYC Divorce Mediation and Children & Divorce Group",141,"New York City",2006-08-24
"12426","Support","NYC Hidden Disabilities Meetup Group",1,"New York City",2009-06-02
"12427","Support","NYC Holistic Health & Nutrition Meetup",36,"New York City",2017-09-22
"12428","Support","NYC Hyperhidrosis Awareness, Support & Fun!",1,"New York City",2013-10-08
"12429","Support","NYC Midtown Young Survival Coalition Face 2 Face Network",1,"New York City",2017-05-03
"12430","Support","NYC Polycystic Kidney Disease (PKD) Meetup",2,"New York City",2017-08-10
"12431","Support","NYC Social Anxiety Support Group",1,"New York City",2011-10-31
"12432","Support","NYC Women Trying To Conceive Meetup",1,"New York City",2017-05-06
"12433","Support","NYC Young Survival Coalition Face 2 Face Networking",1,"New York City",2013-02-27
"12434","Support","NYCDSG: The New York City Depression Support Group.",1,"New York City",2006-02-01
"12435","Support","Onward & Upward Breast Cancer Support Group",2,"New York City",2017-07-27
"12436","Support","Parents of Special Needs Adults Support Group - Chicago",6,"Chicago",2017-08-10
"12437","Support","Pathways to Enlightenment",1,"New York City",2012-04-14
"12438","Support","Patient Run Infertility and IVF Support",7,"New York City",2013-12-28
"12439","Support","PCOS NYC",1,"New York City",2013-02-27
"12440","Support","Pediatric Migraine Variants support group",1,"Chicago",2017-01-18
"12441","Support","Peer Support for Adult Caregivers of Elderly Family Members",9,"Chicago",2017-08-17
"12442","Support","People Who Need People - Exploring Relationships",1,"New York City",2016-07-27
"12443","Support","People with Multiple Sclerosis",1,"New York City",2013-11-25
"12444","Support","PhD'ed and Confused in NYC",1,"New York City",2011-11-06
"12445","Support","PhysioPartners Healthy Lifestyles Group",37,"Chicago",2017-02-12
"12446","Support","Professional Veterans",53,"New York City",2012-07-18
"12447","Support","PSS",20,"New York City",2016-10-21
"12448","Support","Recover & Heal from a Toxic Relationship",1,"New York City",2017-05-02
"12449","Support","Recovering from your Grief",1,"New York City",2017-01-30
"12450","Support","Recreating Yourself After Divorce Support Group",18,"San Francisco",2013-06-24
"12451","Support","Rock Steady Boxing and Conversation",5,"Chicago",2017-06-06
"12452","Support","Run to Fight Depression",68,"New York City",2017-04-08
"12453","Support","San Francisco ADHD Meetup",1,"San Francisco",2014-09-27
"12454","Support","San Francisco Adult Asperger Self Help Meetup (AASHM)",1,"San Francisco",2008-03-16
"12455","Support","San Francisco Asian Grief Support Group for Widows/Widowers",4,"San Francisco",2017-08-15
"12456","Support","San Francisco Autism Meetup",14,"San Francisco",2016-09-03
"12457","Support","San Francisco Bipolar Disorders Meetup",1,"San Francisco",2008-02-03
"12458","Support","San Francisco Chapter of the National Stuttering Association",28,"San Francisco",2012-11-19
"12459","Support","San Francisco Divorced Parents Meetup",59,"San Francisco",2017-03-23
"12460","Support","San Francisco Gynecologic Cancer Group (SFGCG)",5,"San Francisco",2017-09-16
"12461","Support","San Francisco Healthy Pregnant and Postpartum Mothers",18,"San Francisco",2017-10-05
"12462","Support","San Francisco IBS Meetup",1,"San Francisco",2017-04-30
"12463","Support","San Francisco Lyme Support Group",1,"San Francisco",2017-03-31
"12464","Support","San Francisco Rational Thinking and Behavior  Meetup",20,"San Francisco",2016-07-07
"12465","Support","San Francisco Resilience & Empowerment Meetup",1,"San Francisco",2017-04-07
"12466","Support","San Francisco Special Needs Homeschooling Meetup",5,"San Francisco",2017-01-25
"12467","Support","San Francisco Young Survival Coalition Face 2 Face Network",1,"San Francisco",2013-06-03
"12468","Support","San Francisco Young Widows and Widowers Meetup",8,"San Francisco",2017-05-10
"12469","Support","SAS for Women | Solutions for thriving beyond divorce",86,"New York City",2012-09-19
"12470","Support","SCAMMER TEST",1,"New York City",2015-03-05
"12471","Support","Scoliosis Support Group",19,"New York City",2014-11-01
"12472","Support","Second Chance At Love",1,"New York City",2015-05-28
"12473","Support","Sensitive Circles",1,"San Francisco",2017-02-22
"12474","Support","Sensitive Singles Group",1,"San Francisco",2017-02-21
"12475","Support","Separation and Divorce Support Group in San Francisco",139,"San Francisco",2014-09-05
"12476","Support","Separation/Divorce Support for Women",102,"San Francisco",2013-03-29
"12477","Support","SF & East Bay Conscious Communication: NVC and Sex",71,"San Francisco",2016-08-11
"12478","Support","SF Bay Area Kidney Advocates",1,"San Francisco",2016-02-22
"12479","Support","SF Bay Area Social Introverts",1,"San Francisco",2014-03-10
"12480","Support","SF Introverts and Shy Extroverts - Growth, Fun, New Friends",121,"San Francisco",2017-05-12
"12481","Support","SF Women with ADHD",1,"San Francisco",2010-03-02
"12482","Support","Shine Fertility",58,"Chicago",2012-10-22
"12483","Support","Singles Day New York",34,"New York City",2016-01-22
"12484","Support","SMART Recovery NYC Social & Reading Group",1,"New York City",2014-10-27
"12485","Support","SMART Recovery San Francisco",166,"San Francisco",2013-11-20
"12486","Support","Sober and Socially Awkward",1,"San Francisco",2017-05-01
"12487","Support","Sober Social & Activities",49,"San Francisco",2017-01-15
"12488","Support","Social Playgroup for Girls with Special needs",15,"San Francisco",2016-01-21
"12489","Support","Social Workers Networking and  LSW Exam Study Groups",1,"New York City",2010-07-02
"12490","Support","Southwest Chicago Anxiety and Depression Support Group",158,"Chicago",2011-11-02
"12491","Support","Stepmoms Plus",79,"Chicago",2010-03-02
"12492","Support","Stop Making Cancer NYC",1,"New York City",2017-04-18
"12493","Support","Support Group For Mental Health",1,"New York City",2017-02-19
"12494","Support","Support Group for Survivors of Suicide Loss",59,"New York City",2014-01-15
"12495","Support","Survivor Alliance",1,"San Francisco",2017-01-10
"12496","Support","Talkpower: A Panic Clinic for public Speaking",1,"New York City",2017-04-06
"12497","Support","Tapping for Happiness, Inner Peace and Courageous Living",142,"New York City",2013-04-17
"12498","Support","The Apolitical Bipolar Meetup Group",1,"New York City",2010-04-17
"12499","Support","The Chicago Breakup Group Meetup",1,"Chicago",2016-08-16
"12500","Support","The Chicago Fibromyalgia Meetup Group",226,"Chicago",2007-07-30
"12501","Support","The Chicagoland Divorce Support Meetup Group",1,"Chicago",2006-10-20
"12502","Support","The Happiness and Goodness Club - Manhattan and White Plains",189,"New York City",2014-04-29
"12503","Support","The Manhattan Divorced or Separated Men's Support Meetup",178,"New York City",2008-03-23
"12504","Support","The New York City Divorce Support Meetup Group",1,"New York City",2003-10-22
"12505","Support","The New York City ME/CFS &  Fibromyalgia  Meetup",1,"New York City",2003-09-19
"12506","Support","The NY Epilepsy Support Network",1,"New York City",2005-12-28
"12507","Support","The NYC Adult Survivors of Child Abuse (ASCA)  Support Group",1,"New York City",2007-02-19
"12508","Support","The NYC Back Pain Support Group",44,"New York City",2009-03-13
"12509","Support","The NYC Bipolar Meetup Group",1,"New York City",2003-05-20
"12510","Support","The Patching Circle - Life After Abuse",1,"New York City",2014-04-18
"12511","Support","The Power of Mother: Everyone's Story",3,"San Francisco",2012-07-18
"12512","Support","The San Francisco Depression Meetup Group",1,"San Francisco",2008-01-02
"12513","Support","The San Francisco Men's Group",114,"San Francisco",2009-10-30
"12514","Support","The SF Women's Divorce Support Meetup Group",154,"San Francisco",2009-04-13
"12515","Support","The Sober Group in NYC",1,"New York City",2013-10-28
"12516","Support","The Social Workers Study Group for LMSW/LCSW and Networking",1,"New York City",2009-09-11
"12517","Support","Therapy Out Loud",45,"New York City",2017-05-26
"12518","Support","THIS GROUP IS CLOSING. CHECK DESCRIPTION FOR NEW GROUP",8,"New York City",2017-08-01
"12519","Support","Thrive The Way You Are",20,"San Francisco",2014-01-11
"12520","Support","Trauma Survivors Meetup",1,"New York City",2017-06-26
"12521","Support","Type 1 Diabetes Network - Chicago",123,"Chicago",2011-12-08
"12522","Support","Un-dependent",179,"New York City",2009-12-24
"12523","Support","VetsinTech New York",23,"New York City",2013-06-24
